"","sentiment","comments"
"45","NEUTRAL","If you maintain this speed in digitization in D, in a few years more Chinese tourists will come to experience such a backward country once in natura. The Ministry of Transport and the Ministry of Defence employ many advisers, how about Mrs Bähr taking care of advisers?"
"46","NEGATIVE","It's very bad, first auctioning the frequencies expensively and withdrawing the money from the providers to expand - and then complain about improper expansion and funding with billions of taxpayers' money. After the promotion, leave this infrastructure to the providers. The loser is, as always, the taxpayer."
"47","NEGATIVE","@Knutsch K.
I would have liked to explain that.
The state puts a fraction of the money received for the licenses in radio towers and then, according to its theory, abandons them to the providers.
And as a result the taxpayer loses????

Or do they just have no idea what they're writing?"
"48","NEUTRAL","Clearly Middle Ages - digital Middle Ages! As an ex-employee of a well-known electronics market and chip manufacturer, I know that you can not only scare away “pre-tortious” hard & software to the unsuspecting German population, but also Merkel's “Neuland Internet” is taking revenge so slowly! The distance between mainly Asian companies, including the enthusiasm and IT knowledge of large parts of the population especially from Germany, is now insufficiently described even with the words “gigantic” or “IT-Middle Ages” - and can NOT be caught up with this speed of development. But the receipt for us (our youth) is still coming - in all areas!"
"49","POSITIVE","Hi Robinson Jr. there I have to agree, but an outdated Internet is also much easier to control, even in schools the education “sings” never where."
"50","NEGATIVE","I can't believe that this government actually has the idea to move on to some of the latest technologies. Okay, because you didn't insist on full coverage at the auction, not back then and not today. But now out of taxpayers' money to cover the failure?

And yes, the speed at which such decisions are implemented clearly shows that Merkel will no longer experience this, perhaps Altmaier. 

Can't you rather build a wind turbine in which transmitter poles are integrated?"
"51","NEUTRAL","Meanwhile, Asians have wireless power transmission in practice! Transmission masts & wind turbines in one are definitely required in Germany an extra special - super special permit, taxation, safety check for which neither TÜV, Grundgesetz or public authorities are designed at the moment."
"52","NEUTRAL","“Energiewende”, BER, infrastructure, the railways, pension financing, refugee crisis, healthcare system, digitalization... what problem has it actually solved?"
"53","NEUTRAL","“The government wants to set up a mobile infrastructure company to support the expansion and, if necessary, to award contracts themselves.”

Until this new paper tiger stands, the first aircraft may start at the BER."
"54","NEUTRAL","Mrs Merkel is about 10 years late on the subject of data. During network expansion more than 15 years. Digitization... Was there an article in the Apothekenrundschau or how does it come up with it now?"
"55","POSITIVE","Merkel reads in the pharmacy bummi...
that hits it, rarely so laughed.
Thank you."
"56","NEGATIVE","For me still unclear whether the patchwork is due to the economical vendors or the permits. The report is there and not at all clear at all in other places, it just takes a short break and does not provide clear information. Then, for example, there are spots in connection with data security below - where is this connection? 
Not a great post, unfortunately."
"57","NEUTRAL","I firmly believe that digitalization (in addition to globalization) is the most asocial development we are experiencing. The consequences for the labour market and society cannot be imagined... and the dependence on digital periphery also worries me: what about in the event of a big blackout with all the computer-controlled fierce??? Keywords: drinking water, traffic regulations, cashless payments etc.?? I think a somewhat more analogous existence would be more than beneficial to all involved"
"58","NEUTRAL","Stuttgart: One of the most economically viable regions in Europe. On the A8 around the cross there are still serious spark holes today. According to studies, we occupy 50 places worldwide on the mobile Internet. This government's claim is ridiculous. Giving over 100 billion for economic migrants and just one billion left for the digital future? The CDU is simply no longer available for conservative citizens."
"59","NEUTRAL","Great that Mrs. Merkel has noticed that there are radio holes in Germany. Much more worrying than this realization at a snail pace, I find that data provided to the state by the citizen is passed on to third parties without asking the citizen. That's in line with Mr Spahn's plans. To me, it looks like the plan is full control, well the woman has finally grown up in a surveillance state."
"60","NEUTRAL","What part of us has she not sold to any company yet?"
"61","NEGATIVE","Sorry,

Could not read the report at the end. I laughed tears... coming business partners I have to fix the makeup!"
"62","NEGATIVE","... The new oil.????
The topic has been known for years and is being docked by our policy. Does Berlin think that the German voters don't know???"
"63","NEGATIVE","If he didn't, she wouldn't still be in the chancellery."
"64","NEGATIVE","So my opinion is.. Mrs. Merkel is no longer part of Germany!!
Let her look for a new country in which she places flourishing landscapes and a good running society in ruins..!!"
"65","NEUTRAL","Merkel's statement: we create the"
"66","NEUTRAL","After all, with a little delay, the Chancellor has discovered the data."
"67","NEUTRAL","The grand coalition was re-elected several times. 
Keep it up, Germany.
(to use an ollen CDU claim)"
"68","NEUTRAL","But only those who have not chosen CDU/CSU, SPD, Left or Green may complain."
"69","NEUTRAL","The top trends in the German Twitterreich are currently

#GoodbyeDeutschland 
and
#bauersuchtfrau

Yeah, yeah."
"70","NEGATIVE","Once again, the citizens are beeping, again it will only be a matter of lobbying for large corporations."
"71","NEUTRAL","It's been like this for years and is elected again and again."
"72","NEUTRAL","As long as Germany's small area is not covered with a narrow broadband and seamless mobile network, the German government should not put the word “digital strategy” in its mouth. Education, internal security, border protection, asylum policy, controlled immigration, high taxation, rental prices, dilapidated infrastructure, underground rail transport, digitalisation - we are among the people today."
"73","NEGATIVE","Unfortunately, this only shows how lame the federal government is. Our CEO called “The new oil” as Core Belief more than 2 years ago and first digitization strategies have already been implemented... and Fr. Merkel is only now aware that we have spark-holes that I have been driving through every day for 13 years and can't work professionally and effectively, my foreign colleagues just giggle..."
"74","NEGATIVE","In the meantime, this ripping government is so brazen that it is loosely clucked us.Billions for frequencies which, strictly speaking, belong to amateur radio operators since the 20s and now “generously give 10 or 20% of the last blackmail to the citizens. have. Certainly because of the high frequency fees and therefore this is strictly part of our taxes and duties."
"75","NEGATIVE","And again the woman talks about something she has no idea about. Recently she's “new ground” for her and now she believes that data is the new oil. I'm iTler, now I'm even more scared."
"76","NEGATIVE","Data is the oil, not the line."
"77","NEUTRAL","The “new oil” is new ground for all of us. As with the Internet Mrs. Merkel at least 10 years and many bad laws too late."
"78","POSITIVE","For this realization the grande dame of the Driven took 15 years. Bravo. And now a government agency is being installed, bravo. And she laments the planning period after fifteen years of government, bravo. 
The CO2 tax legislation was chased through parliament on a Friday (marriage for all, nuclear phase-out too). You just have to set priorities."
"79","NEGATIVE","I'm on the train from Hamburg to Bremen, from Hamburg to Frankfurt, actually no matter where. Always no reception. No matter where and wherever, Germany is the testimony of technical development. And now, years later, Mrs. Merkel realizes that there are certain holes. She could've asked me 10 years ago. I could have named her 100th of sites. No progress ever since. This is either stupidity or absolute denial of reality."
"80","POSITIVE","Why do I need a connection on the train, on a subway/suburban train - for 30 minutes? I sit relaxed, prepare myself undisturbed on my appointment or enjoy the ride and chill. It's worth more than the rush of everyday life. Stress-free and relaxed arrive is better than hectic activity. Anyone who needs to be online 24 hours a day deserves my pity!"
"81","POSITIVE","I am more and more surprised by the IT developing country Germany. Instead of discussing it is important to implement - all these things have been heard from different parties for years, mostly before the election. As long as I have better and faster Internet in Africa than in Germany (no joke, experienced professionally again) I think we should better create a post “IT Development Minister (m/f/d)” which uses our development aid in my own country."
"82","NEUTRAL","Taggesschau (tagesschau 20 years ago) - 02.07.1999 from 11.Minute:
Siemens - Mobile phone applications from China - Build mobile network for up to 2.5 million subscribers...

These times are long gone."
"83","NEUTRAL","Oh, hmm.
May I remind you of physics?
Radiation, whatever kind, ends in heat.
I thought we had “climate”, but that doesn't matter again..."
"84","NEGATIVE","This flows into these calculations as little as the solar cycles or other unimportant things that cannot be taxed."
"85","NEUTRAL","So Merkel wants internet at every milk jug? The only question is whether the cows agree with its speed at all, let alone the farmers, for example! 😂"
"86","NEGATIVE","For me, Mrs Merkel is the queen of the wrong decisions. 
Data should be the new oil, if the BK says that, I will 
suspicious."
"87","NEGATIVE","Has someone already calculated how expensive this new oil bill 
and from whom we need to obtain this data oil."
"88","NEGATIVE","When does the last German realise that this federal government with its members - i.e. ministers are completely screwing us.
For many areas, money is treated like cologne camels and thrown out with all hands. Other foundations that are decisive for the future will be dealt with shy and even worse.
Where are the German yellow vests?"
"89","NEUTRAL","Yes, Werner, I've been wondering that for a long time."
"90","NEUTRAL","“Digitalization will dramatically change our society, it is already doing so today,” Merkel said in Meseberg. - It's just embarrassing when our leading federal politicians deal with digitalization. It gets even worse if you, our Federal Chancellor Mrs Merkel away from the front, make a public statement. LTE, the network at this meeting, was launched as the 4th generation of networks in May 2010. In Sweden and Norway already at the end of 2009 (again a nice example as others were ahead of us). And now, almost 10 years later, politics are taking care of a comprehensive supply of this network. How caring. I'm really fond of that. But Mrs Merkel also surprised us today with other realization:
“Merkel said that data is the “new oil” today. Data is a raw material from which new business products should be created.” I think now you're out of the house at Goggle, Facebook, Amazon etc. Hardly anyone would have expected that.
And I'm sitting here wondering what we deserve such a government that seems to be living behind the moon in some things. Just under 2 years and then the world wide web celebrates its 30th birthday. And LTE in Germany in 6 months his tenth. But we will probably not have a comprehensive supply yet. You could laugh at it if it were not so sad and embarrassing and unfortunately also a reflection of many areas in Germany where politics simply did not recognize the signs of the times, new demands and orientations."
"91","NEUTRAL","Man, we're modern now. 😂"
"92","NEUTRAL","Did ma ever check Mrs. Merkel's doctoral thesis? It's pretty late on what supports our prosperity."
"93","NEGATIVE","Did she really ever write that? I have serious doubts about the whole past that we are being develled about this woman."
"94","POSITIVE","Finally surf anywhere with EDGE or GPRS, even in the deepest forest. I'm thrilled."
"95","NEGATIVE","Peakoil has long been reached. The business models are already developed in the USA and are already using our movement and consumption data. Now the US has the health data on the screen and we can't and don't even want to fight back! 
Germany spends millions of dollars on a sickness card and it doesn't even work. Well, China and the USA are drilling for new oil fields on the high seas and we try the hoe in the front garden swung by Digitalomas. 
Data are like oil that glide easily out of your hand. Or are intercted by AM's personal mobile phone. But what the hell, let's go!"
"96","NEGATIVE","It can't be tolerated anymore. Our politicians really want to educate us as a European. Then why do we not orient ourselves to our neighbouring countries, where much works better than we do? Digitalization, medical care, care, school education to name but a few. With our being, the world will not recover. Just look outside the box and see what the others do. I think that would bring us further, and it would not hurt our reputation in Europe."
"97","POSITIVE","@ Anna T.
I fully agree with you! Perhaps we are on the way to political decadence."
"98","NEUTRAL","“Merkel said that data is the “new oil” today. Data is a raw material from which new business products should be created.”

Na there our government with NetzDG and GDPR has ensured that the oil bubbles with us abundantly."
"99","POSITIVE","As long as you even need a consent for a simple WhatsApp group, it bubbles sparingly."
"100","NEUTRAL","“How to reassure the citizens or even delight them, does the chancellor still have to learn. “As with the pioneers... Where does the Basic Law say that “citizens” need to be calmed and excited? How infantile is that?"
"101","NEUTRAL","“Merkel said that data today is the “new oil” Too late, the market has long been divided, We never had oil either. So, rather keep the old economy alive than mutating into an agrarian state with wind turbines."
"102","NEGATIVE","Close the last of the radio holes... I'm laughing at myself. Nowhere where where I was abroad, the network was as bad as in D. Albania is supposed to be better..."
"103","NEUTRAL","“Merkel said that data is the “new oil” today. Data is a raw material from which new business products should be created.”

Yeah, I think so. Pick up and sniff everything that drives and does citizens."
"104","NEGATIVE","Yes, as in the GDR, only more modern, if it works with the announcements and implementation. 
Still Merkel and GroKo only talk about it, in the end it will be just hot air again or it will be more expensive than thought or it will never finish or..."
"105","NEUTRAL","The number of neighbours, who therefore no longer speak to each other, is likely to be in the thousands.
That woman has experience in it."
"106","NEGATIVE","Why does my stomach feel so dizzy when I hear that this woman has now discovered digitalization for herself? If you make comparisons to the energy transition, it is to be expected that smoke signs or pigeons will soon be used to send messages again!"
"107","NEUTRAL","A “mobile infrastructure society”?
Is there a fallen politician who needs a well-endowed job?"
"108","NEUTRAL","It always exists."
"109","POSITIVE","Easy solution.
Either a radio pole or a wind turbine. Alternatively, a radio mast on the wind turbine"
"110","NEUTRAL","But neither of them next to the villa quarter and where otherwise the Besservolk robs and grills."
"111","NEGATIVE","They're not politicians, they're ignorant laymen. This country is an experimental lab with us as a test rabbit. With bitter output."
"112","NEGATIVE","But the GroKo is in the radio hole! Almost all countries oblige the providers to cover, Here you sell for billions of air - you can safely introduce a radio hole tax with Task Force Mr. Scholz!"
"113","NEUTRAL","All auctions before 5G were not subject to conditions. 
With 5G, mobile companies must, compulsory, expand the network covering all disciplines."
"114","NEGATIVE","This government is, sorry, too stupid for the simplest things. 
1. “We turned the screw on and imposed tougher obligations than in the past.” No, she didn't. The Green Harbeck rightly puts his finger in the wound, namely that not a high percentage of households need to be supplied, but of the area. 
2. UMTS 5 was just shot into the landscape out of new greed before UMTS 4 was implemented nationwide. U5 may be promising, with U4 everywhere the vast majority of existing applications would probably be sufficiently supplied. 
But no, that has to come up with something new quickly to cover the old mistakes; and you do the next one. Business as usual."
"115","NEGATIVE","And since we have so much data that is generated by mobile, our government should join Gigabit Internet in the same way as a landline. - Would possibly spare some “double digging” for cables.

At the moment, the bandbeeite may be enough, but if we do not want to lag behind constantly, we just have to take money in our hands and borrow some EURO from the ECB. - Not so much food. - And yes, Germany could afford it.

We got in the district first 50 Mbit, now get, the last farms even ne own fiberglass line, because the still with 1-10 Mbit “rumkrebsen”...
The path goes in the right direction. - But I miss it already that where just for a water pipe is dug up, it is also taken care of NEN telecom cable (fiberglass), or at least an empty pipe... 

We should not admit that in 2030 or later 100 Mbit is considered “a lot of bandwidth”... - More and more devices will want to communicate with each other faster and faster. - 

Currently I have 100 Mbit, it's okay, but I don't think that in 10-15 years this will still be “much”."
"116","NEGATIVE","Two years ago, in the summer, I was on a short trip on the Baltic Sea for three days. At the time I had a mobile phone provider in the e-network - that was bad: You are already used to not having a mobile Internet in Germany, BUT: I had absolutely NO mobile reception there! Even calling an emergency number would not have been possible! This is really embarrassing for a so-called highly developed industrial country..."
"117","POSITIVE","So that you survived this... all respect."
"118","NEGATIVE","Yes... when does the content come? This is phrase-threshing like a SED party convention. The role of meaning..."
"119","NEGATIVE","This government is the gravedigger of the liberal order - the data of which the Chancellor so generously squabronized do not belong to her or the state - they belong to the individual citizen alone. What has been announced is the creeping process towards the glass citizen. It's unbelievable."
"120","NEUTRAL","Yes, vegetables, that's right. The world begins to discuss giving the data back to the citizen. And AM wants to start collecting them now and then better provide the citizens with advertising. It has never become MORE! Just an increase in consumption."
"121","NEGATIVE","“Merkel said data is the “new oil” today.”
A sentence that goes down like oil. 
One might think that very good lobbying is showing its effect here. After all, is this not the responsibility of the providers? And with the prices we pay here in contrast to other countries, I feel like a milking cow anyway."
"122","NEGATIVE","Close the last holes? I'd rather say connect the few reception islands together..."
"123","NEUTRAL","If we had done this earlier, there might not be the white spots today. In addition, the state can “spend a lot of money, 

Finally, the government is taking care of its own country again and investing taxpayers' money in the right place. 
Now work on the topics of the last 4 years..."
"124","NEUTRAL","If Mrs Merkel “discovers” something, it will be expensive for the taxpayer/pricing citizen."
"125","NEUTRAL","Health concerns... the cities of Brussels and Geneva have also raised about this in the expansion of the 5G antennas. Both cities have stopped or banned the expansion and called for independent studies on health risks. The cities further explain: “the exposure of electromagnetic fields is already high and would thus be further increased - with unpredictable consequences for human health and the environment”.
Today we complain about the industrialisation of the oil and the resulting CO2 share in the environment. 
Today, under the term climate protection, all people who do not follow the trend of new acquisitions are called to pay. 
With regard to the consequences of mobile networks, we will then see the impact in 20 years. Who will probably be asked to checkout again? With what damages that are then apparent? 
And why exactly does the current mobile systems not suffice for today's mobile users? or who exactly want/needs/demands 5G? 
After 5G there is certainly the next technical revolution?!"
"126","POSITIVE","We need 5G so that we can get even more digital services that we can pay even more expensive. For example, in the future, you can have your children brought to kindergarten with an autonomous transport capsule. Isn't that great now? Or the pizza comes with the drone flown in front of the window, cold but incredibly modern. We need 5G for a dream future."
"127","NEGATIVE","Another very classic wrong decision. It is not the task of taxpayers to solve levies of mobile operators. By means of legislative measures, the legislature should have induced the operators to carry out the coverage in such a way that a spark hole could be created."
"128","NEUTRAL","Perhaps now part of the miliar proceeds from the auction of frequencies will be used for specific purposes.

A.F."
"129","NEUTRAL","It is not up to the state to pay for the digital infrastructure when commercial companies make money using it.
It is the responsibility of the state when granting mobile communications licences to oblige the providers to fulfill the comprehensive coverage."
"130","NEGATIVE","First of all, I fully agree with your last sentence. But the error lies in licensing. In fact, the mobile operators are given a huge amount of money that the operators lack for the expansion of the necessary infrastructure. Other states were not so short-sighted and stupid in the allocation of these frequencies and did not cut off the operator so horrible sums. On the contrary. They have committed mobile operators to invest this money in the expansion of their infrastructure. And while the German federal government is still discussing LTE, the other states already have almost 100% coverage with 5G."
"131","NEGATIVE","Which company or authority connects their computers and data processing to radio?
That's totally wrong, politely said."
"132","POSITIVE","Best still on 27,000 MHz then no one will notice it! :):)."
"133","NEGATIVE","Mrs Merkel and the ladies and gentlemen colleagues have unfortunately already done a lot, done???"
