"","sentiment","comments"
"19","NEUTRAL","You don't have to shoot sparrows with the bazoos right away. And their idea of controlling smartphones is in the wrong direction. Just as we knew at our age where we could hide things that our parents shouldn't see, it is with today's youth, just digital. The problem is much deeper. Many parents don't know (or think) that their child might have to do with this. Rather, the powers of youth offices should be extended so that such cases can be sanctioned. I have 3 children of the “Whatsapp” age and have often seen that stuff was posted in class chats. My children immediately came to me and I tried to talk to the parents of the “posters” about it. 90% refusal, statements like “My son does not do this”, “He did not want it” etc. The same applies to violence among children, which is already practiced in kindergarten. Since there can be no perpetrators, there are obviously no victims. The Youth Welfare Office is powerless, maybe sending a speaker to educate the parents. Which doesn't work if the parents of the perpetrators don't show up."
"20","NEUTRAL","Oreo xD... Eh I mean, how can they only 😤 First in my ü40 Facebook group upset about it."
"21","NEGATIVE","There would also be solutions to these problems if they were to be tackled.

Furthermore, a classic case of parental education, but that is no longer desired nowadays."
"22","NEGATIVE","Beer from 16 years. Nicotine from 16 years. Other alcohol and porn from 18 years old.

Smartphones from 0 years.

As far as the legal situation.

Any questions?

It's not about WhatsApp & Co and pictures/videos. This is only a small problem for many of the entire digital madness - in the truest sense of the word - for children/adolescents as well as adults.

And the frequent reference to the parents here in the comments is also always funny. I myself father of three guys - two are studying now and the third is in 9th grade and will also go his way. 

Throughout the years, I have vehemently “worked on” this whole topic around “digitalization”. As a computer scientist certainly with much more possibilities - both technical and non-technical in the sense of what is good, what is bad, what is reasonable from what age, etc. 

Fortunately, it has probably been halfway.

But if I had children under 10 years of age today, I wouldn't be able to do it anymore. Dot! It has taken up proportions that are no longer manageable even for responsible parents. Dot! 

Both prohibitions as well as conversation/speaking/discussions etc. go completely into the void when the external environment lives completely past these prohibitions. If violence/crime in my immediate environment (and nothing else is the smartphone for children/teenagers today) is a normal state and no police intervene, then no conversation/discussion rounds with the delicacy will help. You know enough. 

But why has this happened in the last five years? Why has the handling of “digitalization” developed so devastating?

Quite simple. Release alcohol to children/adolescents and they have collossal damage and especially addicts within 5 years. And this happened here. Addiction.

Just nobody wants to know. Because addiction. Ask an alcoholic if he's addicted or a smoker.

Consequences?"
"23","POSITIVE","So I'm a smoker and I'm too addictive. I don't have a problem with that. On the smartphone I also feel a certain dependence but I wouldn't call it an addiction. The Internet (all-inclusive) simply offers always new content and endless possibilities for entertainment at any time of day or night. You get used to it without question but “addiction”?

In addition, I have to ask once again: Where does it say that the Internet must be suitable for children? It's not a casino or a brothel either. Both can be found on the Internet and that's no secret. So it is the duty of parents to ensure that their children are at least prepared when they enter the world."
"24","NEUTRAL","“At Tom's school, for example, says Tobias Knopp, responsible use of smartphones has not been a topic so far in class or project days.” - the essential answer of a father whose son has already been “enjoying” criminally relevant content? As long as parents see the primary responsibility for the rational use of a smartphone by their children at school and teachers, hops and malt are lost. 
 “In the end, everyone agreed that we needed a seminar at school.” - common sense and time for the children are unfortunately sold out at the moment..."
"25","MIXED","An important and underestimated issue. School without a mobile phone is almost no longer possible, keyword cyberhomework. However, if I find anything offensive on my son's mobile phone, I can only inform the class teachers and the school management in addition to talking to my son. I would remove my son from the chat and delete all the pictures.
We parents need to be one step ahead. Faster than the children and schools, and sometimes more critical in this field. It's about protecting children. You have to be prepared to make unpopular decisions. Mobile phone restrictions and necessarily install a monitoring app.
I only allowed my son (10) the children variant of YouTube. Of course, severely restricts the choice, but his child's soul will be grateful."
"26","NEGATIVE","“only the children's version of YouTube”
At YT there is hardly any really offensive nor in the adult version.
I hope they have platforms such as: LiveLeak also blocked and of course everything about YouPorn, and Ko. Is there still “rotten.com”?
If you take it seriously, you first have to block the entire Internet and unlock only what you have previously checked. And children are very resourceful. Blocked pages can also be displayed, for example, if you use the translator function on Google. Because then it's a Google address. You have to become an Internet scurity specialist. Which is not wrong. With this, they get a well-paid job after the parenting period."
"27","NEGATIVE","This is not new, the dimensions are quite different but I still remember. I am now 30 and 15 years ago I have already shown decapitation videos and pornography on the phones of classmates who he wanted to have himself just had to activate Bluetooth and let it send."
"28","NEUTRAL","And another 15 years before, you just swapped disks on the school yard.
Another 15 years before, just smuddelbooftchen made the round.

Not new. Only the medium and the mass is different."
"29","NEGATIVE","When I look at and listen to some “comedian”, there are also mostly insults, mockery, riot, faecal language. Kids want to top it."
"30","NEGATIVE","Children, as a rule, have parents.
Teachers should promote and educate them.
But parents have a duty to educate their kids and teach them decency and social behavior.
Seems like some producers have forgotten this."
"31","NEGATIVE","This is also because of all the anti-authoritarian stuff that's so fashionable nowadays, the kids can do whatever they want."
"32","NEUTRAL","How to combat the abuse of freedom of information and the possibilities of modern technology, one of the great problems of today's society.
How can you at least protect the children? I see hardly feasible answers."
"33","NEUTRAL","Most parents are overwhelmed with the technique itself or simply do not care.
WhatsApp is actually only 16 years old..."
"34","POSITIVE","Legally, most smartphones belong to parents. When can I use WhatsApp?
Nice to push the schools the problem..."
"35","NEGATIVE","The school can't fix this. If parents don't finally start taking responsibility from an early age, through conversation, control, upbringing, then it gets much worse. And what brings a ban on mobile phones in school, the children also have free time."
"36","NEGATIVE","The AfD is to blame!"
"37","NEUTRAL","And when I don't know any more, I'll start a working group. Either there's a ban on mobile phones or not."
"38","NEGATIVE","I think that a ban on mobile phones in school would make a difference. It is not possible for my child to be shown harmful content in school via the mobile phone of other children. It can't be that kids get bullied in these crap chats."
"39","MIXED","In principle, I agree with you, but the idea that without a mobile phone would be less bullied, I would reject. Children have always understood how to make life hell for others. In my experience, the typical reaction of the faculty is either to demand a conversation in which apologies are pronounced that are not meant seriously (for which the bullying gets one missed behind the gym), or to conduct the perpetrator-victim repentance and ask the bullying what they do to be bullied."
"40","POSITIVE","Beautiful new world!"
"41","NEGATIVE","Why can't you put a ban on mobile phones at school? At work, I can't walk around with my cell phone and chat."
"42","NEUTRAL","The mobile phone ban already exists (at least in Bavaria, see Art. 56 V p. 1 BayeuG). Whether it is sufficiently controlled is another question. Here, however, parents should have a pedagogical effect."
