"","sentiment","comments"
"85","NEGATIVE","@Jens B.
The voters will reward this. The SPD will crash even more. 
A basic pension as decided is a disaster."
"86","NEGATIVE","SPD benefits from basic pension until it disappears in the sink again. What kind of basic pension? Does the SPD mean the approved “fog candle”? You should pay the workers correctly, then you do not have to take such steps. Ridiculous."
"87","NEUTRAL","Tell the entrepreneurs, please.

After all, the SPD was able to counter something with the minimum wage."
"88","POSITIVE","You can also rewrite it like this:
Good news and bad news! The good thing is that the return of the Greens begins, the bad one is that the SPD is unfortunately getting more approval again. Apparently, those who confront the SPD in a benevolent way only count like the small one in primary school.
Please continue to calculate. It's not hard! This is Boomerang SPD promise. When the bow comes back, it hits violently."
"89","NEUTRAL","AfD again direction 4.9 percent"
"90","POSITIVE","I guess there's the wish, Father of thought.
The ghost is out of the bottle and can't be stopped anymore."
"91","NEGATIVE","No wonder: it's cold, cloudy and rainy. When temperatures rise above 30 degrees Celsius again next July, the poll values of the Greens will go up again. Alarmism is part of the political DNA of this party."
"92","NEGATIVE","In November it is cold and rainy. That doesn't change climate change, many voters think that the weather is not climate. Would at least be hoped"
"93","NEUTRAL","If the SPD were to set up an MP Woidke from Brandenburg as chancellor candidate who succeeded in getting Tesla, chances are increasing. But with people at the top like the two ladies who haven't even won a constituency, they won't score points"
"94","NEUTRAL","If the potential green voters realise the consequences of putting the Greens in the government or even the Federal Chancellor, the agreement would fall considerably further."
"95","NEUTRAL","I don't quite understand why the SPD or anyone else should benefit from it. 10 percent above the basic security only means that the pension supplement is now paid instead of the housing allowance. Unless you wouldn't have been accused of housing allowances because of too high assets. And for basic security recipients who fall out of the basic insurance due to the higher pension, other useful benefits are omitted. For example, social ticket, exemption from the GEZ. I'm curious to see who's the first thing to notice. Then the SPD will reduce again with its numbers."
"96","NEUTRAL","In a discussion it was explained that these useful benefits should NOT be eliminated due to the basic pension supplement! Thus there is no “COLD PROGRESSION” which still exists only in the case of tariff increases. Whether this is true is beyond my knowledge."
"97","NEUTRAL","How about the survey institutes always summarize the values of the SPD and the Greens? Then no movement would have to be reported."
"98","NEGATIVE","Even better would be if you summarize the left block!!"
"99","POSITIVE","I am looking forward to the upcoming CDU Party Congress and when the personal details for the chancellor candidature have been clarified. A lot depends on this. My guess is that with Merz as the CDU chancellor candidate, the AfD will slip off and the CDU will increase. Despite this, the Greens will probably continue to decline, just like the SPD. The FDP and the Left could enjoy a small upswing. Will still be very exciting. I am particularly interested in the non-voter block and how it behaves when campaign programs and personal data are fixed."
"100","NEUTRAL","Even if Merz were the chancellor candidate, it would not bring so much more votes. A swallow eight is far from a summer and so is it with Merz. Many personal data would have to be exchanged, which would then be used for ministerial posts, and the CDU would also have to make it very clear that it will not enter into a coalition with any of the RRG parties."
"101","NEGATIVE","The Bergmannschor will soon lose its charity. That means that the SPD succeeds in the turn. 

And for the basic pension, I'm not sure if it will last like that. Constitutionally, this law is extremely doubtful. Equal treatment is not possible. 

If someone has worked 34 years and 6 months now, what is it? And in the end, the 70€ more than the basic security that every Hartz4'ler gets, although he has never worked, what is there please nice with won. This will not be the major turning point in the poverty debate."
"102","NEGATIVE","“The big turnaround in the poverty debate will not be.” Yes, in the politician's fairy tales, only in reality just not."
"103","NEGATIVE","If the weather doesn't play along, the Greens will soon be back to the 10 percent of which they come from. Yes, I know it's actually about the climate, but the Greens themselves argued first and constantly with the hot weather in 2018."
"104","NEUTRAL","Whether the SPD can actually benefit from the basic pension will only be revealed in the medium term. Sometimes it takes until the voter dawns that social gifts have to be paid somehow."
"105","NEGATIVE","Because of the basic pension, the SPD rises by 2% points and now comes my question: when does a party take care of the pension of citizens who work for more than 35 years. This party would have to get 25% more immediately. Oh yes I forgot that no party would have to be touched by a hot iron. Completely incomprehensible the right way would have been at least 4% down."
"106","NEUTRAL","The AfD, for example, has quite rigorous plans for retirement."
"107","NEUTRAL","You have to reckon with people's forgetfulness. What the common voter in Oct. 2021 still knows about the successes of the SPD. That's just over two years. Until then, a lot can happen."
"108","NEUTRAL","When I see the SPD enjoying the basic pension and its candidacy, it reminds me of a dying person who once again goes to the sea."
"109","NEGATIVE","With this basic pension, millions of pensioners remain poor. As once again patchwork."
"110","NEUTRAL","Look at that! Proposal for the SPD: about 1 to 2 weeks before 24.10.2021 to launch a “Popping Law” and the dream of Scholz as the BK candidate of his party could become reality. 😎
No, seriously, this shouldn't go down:
“Forsa asked which party the Germans trust to “deal with the problems in Germany best”. 59 percent replied: none”
Also, if it's just a survey - this is very clear!"
"111","MIXED","NoName,
that's more than clear! But unfortunately also understandable."
"112","NEUTRAL","If now elections would be entirely different parties ahead!!!"
"113","NEUTRAL","Yes, the CDU still."
"114","POSITIVE","The SPD is back in the direction of its basic values with the basic pension. Well done!"
"115","POSITIVE","Good for who?"
"116","NEUTRAL","Because of the ridiculous basic pension two percentage points more? How strong can a party be that tackles the issue of pensions properly become?"
"117","NEUTRAL","Hi, I...
and then still a fair tax reform... not think at all how then the percentages would shoot up... but there is already over 30 years nothing done... ok you may dream.
greeting"
"118","NEUTRAL","With this gift from the CDU, the SPD can breathe again briefly and then go underwater again!"
"119","NEGATIVE","So whoever now returns to the SPD because of this “pseudo-basic pension law” is unfortunately no longer to help."
"120","NEUTRAL","In order to identify trends, I no longer need everyday opinion polls."
"121","NEGATIVE","How fast you can win a few points if you win something like the basic pension. I suppose this is due to those who will benefit now or in the very near future. But the next generation - which is likely to work for at least 15 years - will not have any of it. This funding will not be available long before, unfortunately I am sure."
"122","POSITIVE","Only a few benefit from this, the poverty of old age remains."
"123","NEUTRAL","Consider the quality of divelling rods; I would never tell the truth."
"124","NEGATIVE","Basic pension = cheat pack and fraud on voters/citizens."
"125","NEUTRAL","pinball.
close but apt!"
"126","NEUTRAL","In the polls of other opinion research institutes over the past two weeks, the Union ranged between 25 and 27 percent, the Greens between 18 and 22 percent, the SPD between 13 and 16 percent, the AfD between 14 and 15 percent...

The Greens are sinking and will fall behind the AfD at the federal level. I'm looking forward to it."
"127","POSITIVE","Let's keep our fingers crossed tightly!!"
"128","NEGATIVE","The percentages have been bought by the Sozen at the expense of future generations. Just disgusting."
"129","NEUTRAL","So the following I don't understand the green lands at 19 percent but only 10 percent trust them to have political competences?"
"130","NEGATIVE","One should not give much to such surveys."
"131","NEGATIVE","“As the only party, the Greens lose two percentage points to 19 percent in the week of their party day in Bielefeld”

Unfortunately, an analysis is lacking, which is why the GREEN alone lose their approval. 

It cannot be due to the massive election advertising for the Greens - even with an article about the statements made by the FDP general secretary today in the WELT - only Habeck jumps in the face - and no image or video commercial by Mrs. Teuteberg or the FDP. 

Do the citizens seem to realize that green politics only brings them extra taxes and bans - but personally does not benefit them in the bulk or receive their standard of living? 

The exceptions are, of course, the groups of clients benefiting from green policy (beneficiaries of green subsidies in the energy transition and financial profiteers in the refugee industry) whose financial burdens are to be borne by the Community of taxpayers. 

How prosperity is being developed and not just distributed, the citizens seem to have no or little competence to the GREEN in times of uncertainty. 

Nor does it help to write the right to an apartment in the Basic Law - is housing supposed to be redistributed socially according to need? Housing costs a lot of money - where should this come from, which the needy cannot finance housing construction or pay rent from their own income, to enable refinancing?"
"132","NEUTRAL","Correction of the last sentence:

Housing costs a lot of money - where should this come from if the needy cannot finance housing construction or pay rent from their own income to enable refinancing?"
"133","MIXED","Almost 60% believe the political parties are unable to solve the problems of our country. This speaks for itself and it should be incidental for the parties whether they lose or win in a recent survey in the context of statistical blur. It remains a testimony of poverty that the voters exhibits to the parties and their minds."
"134","NEGATIVE","“but since the end of June, the survey figures have been slowly but continuously downwards.”

Greta missing back and front:)"
"135","NEGATIVE","In any case, it cannot be due to lack of support from the media!"
"136","NEUTRAL","What are these perpetual surveys? The depth of these numbers is as rich in content as an empty bottle of Pommery."
"137","NEGATIVE","Free me for the SPD. Even if this is at the expense of the Greens. The main thing is that the AFD is now clear in fourth place and has been virtually unavailable for two years. East German elections back or forth. That's good."
"138","NEUTRAL","As the AfD stagnates nationwide, but in the East wins is clear - in the West, AfD voters become less."
"139","NEGATIVE","In all Waheln, the Greens are surprisingly far below the predictions and the AfD ha much more than said before. There are institutes that are particularly bad but are always quoted..."
"140","NEGATIVE","2% with a statistical fault tolerance: +/- 2.5 percentage points? That's dramatic."
"141","NEGATIVE","That is, the tolerance band slipped down by 2%. Oops"
"142","NEUTRAL","So the SPD buys 2% of the votes at the expense of taxpayers..."
"143","NEGATIVE","Yeah, that was to be expected. However, it is surprising that, on the other hand, no net contributors jump off the SPD train. Are there any more on board?"
"144","NEGATIVE","The Greens will lose much more approval by the next election, which is absolutely certain. Until then, the economic changes that are underway will turn the heads of many people."
"145","NEUTRAL","today received the announcement of the electricity price increase. - Thanks to green environmental policy."
"146","NEGATIVE","If 59% of all people surveyed no longer trust political solutions for Germany, no matter which party, then one must slowly wonder whether democracy fails... What is the point of being able to choose when the choice is always bad? A dangerous development..."
"147","NEUTRAL","If the SPD stays at its current course with Olaf Scholz, the CDU relies more on military operations than on diplomacy and the Greens prescribe compulsory measures for climate policy, the polls for the SPD will continue to rise."
"148","NEGATIVE","What should the Union benefit from?
I can't recognize my assets at the party by the best will. 
The “continued sleeper troupe” does not advance this country. Nor with this basic pension, which is not financed at all by."
"149","NEUTRAL","Ratzibur,
the CDU once had capable minds. But all of these were bitten away in time before they could reach higher offices. Incidentally, this also continues in many areas in the economy, in the public sector, in the media, in the sports associations, etc."
"150","NEGATIVE","Which party would now receive how many percent is irrelevant, since in terms of content only trace elements of distinctiveness are present.

Much more interesting almost 60% do not trust any party to solve the country's problems."
"151","POSITIVE","Well, if I want to have the exact values, I think it's more accurate when I die them out than I rely on some opinion institute."
"152","POSITIVE","They have been very well at all the last elections. Your dice too?"
"153","NEGATIVE","hopefully the Greens will be completely disenchanted by the next Bundestag election!"
"154","NEUTRAL","This has already been achieved in the last Bundestag election in 2017. Despite the poor result of the (former) People's Party SPD, the Greens reached only 8.9%. The left camp is structurally weaker than the bourgeois, which consists of AfD, CDU/CSU and FDP."
"155","NEUTRAL","Finally a recipe for success for the emerging SPD. Climate policy until it crashes - or the flood after us. How about a substantial increase in pension payments? Bring - if you sell it properly, loyalty payment - another few percent."
"156","NEGATIVE","Oh, yesterday R2G gaaanz just ahead of the government, today again far from it. BUT, as in all surveys over the past 2 years, clear majority for black/blue/yellow."
"157","NEUTRAL","George M
Black/blue/yellow will only not exist, not today, not tomorrow. Not even in the East, where the AFD is stronger, does that work."
"158","NEUTRAL","It has just been demonstrated in my lab that there is a positive correlation between snowfall boundary and greens approval values. An inverse correlation between fast-growing glaciers and polls of the greens can also be demonstrated. Should a continuous snow cover occur in Munich by mid-February, the case of the Greens can be predicted below 10%."
"159","NEUTRAL","Depending on the region, the snow line in the Alps is between 2,500 and 3,200 metres (summer). At these altitudes, snow is not uncommon in summer.... 
https://www.schneeradar.de/weblog/5756-wo-liegt-schnee-im-sommer/

A first approximation formula can be derived from this:
Poll values Green = (snow limit/100m +3)%
Example snow limit 2500m:
Poll values Green = (2500m/100m+3)% = 28%
The formula can be given even more precisely in the spring."
"160","POSITIVE","The good news with the article is that the AfD has stagnated at 13 percent in all German for years. And this despite the higher values in the East."
"161","POSITIVE","Personally, if I consider to be less good, you seem to be satisfied with our government."
"162","NEUTRAL","Unfortunately, we forget ALL very quickly. Anyone who voted CDU in the last Bundestag election (almost 33% against 21% SPD) can “be pleased” that he received 95% SPD program. Exaggerated - No. The SPD has been pushed through practically everything except the chancellor's armchair. Even the meantime unconstitutional SOLI is not gone after 1000 years of unification. In total, more than 50% will be levied. That 90% is no longer paying him, but only semantic statistics. However, the CDU promises that it will be completely abolished in the next legislature. I would rather hope for the Constitutional Court rather than for the Social Democratic market economists of the CDU. We should not be surprised at political discoursedness. I solemnly pledge improvement!"
"163","NEUTRAL","Agree with you. It must therefore be noted that a self-dismantling SPD can enforce more policy than the CDU. I'm curious to see how the CDU Party Congress is going out against this background."
