"","sentiment","comments"
"11","NEGATIVE","No, he didn't!"
"12","NEUTRAL","I dare to predict.
Mr Höcke v.d. AfD will still have a great political future.
He addresses the problems in a clear, simple German and everyone knows what is meant.
In order to understand and interpret this, you do not need to be AfD voters or an AfD member.
Truth is often unbearable for some, but truth remains truth."
"13","POSITIVE","“I dare make a forecast.”

Yeah, that's what you read here often! Is apparently a hobby of yours! ; -)


“Mr. Höcke v.d. AfD will still have a great political future.”

Even at the risk of repeating myself now: NO, he will not!


“He addresses the problems in a clear, simple German and everyone knows what is meant.”

Wrong! He deliberately uses Nazi vocabulary and every Nazi sympathizer is happy about it and, of course, feels approached! I'm sorry. :- (


“To understand and interpret this, you don't need to be AfD voters or an AfD member.”

That's right. It is enough if you are a neo-Nazi or at least a Nazi sympathizer, then as a listener of his speeches, you feel absolutely at ease! I'm sorry. :- (


“Truth is often unbearable for some, but truth remains truth.”

I just say: the truth is certainly unbearable for YOU, but truth remains truth!
See more here:
https://www.welt.de/politik/deutschland/article201103984/Bjoern-Hoecke-darf-Faschist-genannt-werden-ueberpruefbare-Tatsachengrundlage.html"
"14","POSITIVE","Dr. Kamann, thank you very much for this well-researched article. Now no one can deny that the “white vest” of the AfD has deep brown spots in RLP."
"15","NEGATIVE","I fear that the strategy alone to highlight new links to the radical right-wing scene is not effective in order to get hold of the AFD.
It is closer to reconsider the emotional political dismissal by parliamentary democracy, which allows a certain proportion of decisions that no majority of voters has, and is based on this that retains government power through an ever-different constellation of coalitions."
"16","NEGATIVE","I fear that their idea of a democratic basic order is not exactly conforming to the Constitution..."
"17","NEGATIVE","The AfD might have more than 12% potential if it could clearly delineate itself to the far right. With such “dirty children” in top staff, at least in the West, it won't be anything. This is like the left, which holds 30% in Thuringia, but hardly takes place in the West."
"18","POSITIVE","The question is who the border is located to the very right where. After all, it is already publicly announced that the permissible political spectrum should only be left and that everything else should be actively combated. According to Lucke and Petry, Höcke has now been declared the main enemy. Who would be next? 

However, everyone is completely free to create a party in the recommended way, which they think will achieve 30% or more, instead of advising others to sacrifice their beliefs for such Zückerli. Go ahead! Competition can't hurt. Wish you good luck."
"19","NEGATIVE","But this also shows how difficult it is to find integral people in this party at all."
"20","NEUTRAL","It would be easy if the established wanted to compete with the AfD.
whose arguments would be publicly refuted in a communicative and democratic type,
than to show them the cold shoulder, denounce it and permanently want to brand it as unacceptable right.

Unfortunately, the established ones are not able to do so and rather embarrass themselves to count “wrong” in the plenary's quorum at night, and the AfD was smart enough to see through this “established stupidity”.

For several weeks I have been listening and watching on Phoenix and Youtube the speeches of the AfD and the established, already edifying which strengths and weaknesses on all sides open up there.

M.E very questionable whether among the more than 700 MEPs, the right ones come to the levers and microphones.

Argumentative, the established people do not have much to offer the statements of the AfD.

What one can perceive more and more is hysterical screaming which does not testify to foresight, reasoning and democratic confrontation.

In this way, the arguments of the AfD will not be disproved, but will further promote them."
"21","POSITIVE","Like any young party, the AfD also made formal mistakes and there are combatants who hopefully will leave the party sooner.
On the way there, the AfD still receives my support."
"22","NEGATIVE","How long does the AFD want to keep puppy protection?
They have the majority of academics in the party (deserved in other parties), yet they do not manage to formulate applications formally and to the ground of the GG. 
For me that would definitely be too little after the time"
"23","NEGATIVE","No other party will carry out such investigations. It's really just about not leaving good hair at the party. 
No employment contract is asked about the membership of a party, only the AfD should do that. And now the best thing comes, she does.
In the case of the Greens and the Left, it is not investigated whether the employees belong to the left-wing extremist Antifa.
Because the action against Joachim Paul did not bring the hoped for, namely the damage to the party, all the other candidates are now directly questioned, indecent really indecent."
"24","NEGATIVE","Quote: “With the Greens and the Left, it is not investigated whether the employees belong to the left-wing extremist Antifa.”
Just because we don't report, that doesn't mean that we don't investigate. Maybe nothing was found!"
"25","NEGATIVE","Is the whole thing unappetizing..."
"26","NEGATIVE","Well, the AfD.
What else do you want to say? The Wur visible.
Brand core abandoned in favor of right-wing aussen, far too much remained on the way from Lucke to Hoecke, Weidel, Curio etc.
Somehow pity, but also expose."
"27","NEUTRAL","Peter and Stork have you forgotten..."
