"","sentiment","comments"
"108","NEUTRAL","Breaking news: Federal Party Day of the Greens has declared the Merkel era ended. Robert Habeck was elected by the delegates by an overwhelming majority as the new Chancellor. AfD was banned."
"109","POSITIVE","Great news! I'm fine. The latter is very good."
"110","NEGATIVE","I think even Joschka gets scared at what he sees. It is now to His millions that he can no longer pass on to His children. Only Gabriele and Claudia don't have the problem. I understand, too."
"111","NEGATIVE","2 (!) For days the front page full of our “beloved greens” - this is certainly a little too much for me for a paid subscription... balanced looks definitely different for me!"
"112","NEUTRAL","Relax. Approximately 9 percent of the citizens voted by the Greens in the last Bundestag election, with a turnout of about 75 percent. This party therefore remains further niche, with well-known marginal issues. True gains are currently benefitting other parties. The music will play here in the future."
"113","NEUTRAL","To whom exactly do the voices benefit? At the federal level, I see only the Greens from big winners."
"114","NEGATIVE","“Now we no longer choose only inveterate eco”. In fact, it is. But we should not be blinded by the Greens. I think it is necessary. However, not with survey values of 20%. Often they were completely wrong in their demands. The latest technical achievements proved to be not as sustainable and future-proof as often predicted. Perfect renunciation of one way or another, switching to other ways of life, often never led to the desired success. Old problems may have been solved in parts, other problems have emerged or will emerge (diesel ban, nuclear ban, electrically powered vehicles, renewable energies, power grid expansion, etc.).
And what do the Greens do better in the end. Here it is enough to have a look at Baden-Württemberg. Ranking in educational policy - negative. economic power - negative. Wind power expansion - negative. Achieving climate policy goals - negative. roadway extension for cars - negative. Cycle path network- let's see. How many people will actually use them - let's see. 
What they can do: drive a wedge between rural population and urban population. Demand from Green Minister for the Environment: Reduction of the 1000 m limit for wind turbines. But these are only created in the countryside. What a CDU mayor, hunted by Greens, demands: build car parks in the country and drive to the city by fast bus, etc. 
Please listen carefully, judge and evaluate. One thing is for sure. The Greens are not a salvation."
"115","NEGATIVE","They are not and will never be salvation charms. They have no idea of economy, nor of technology/future technologies. Their way of stabing the future is most likely to end in a peasant state."
"116","NEUTRAL","I wish one of them as Chancellor

I hope for a green final sprint for the Bundestag elections so that they will put the chancellor. No matter what coalition.

Green-red-red would be better than green-black is also ok.

The main thing is that bold decisions are finally made (climate, education, immigration, the EU, the environment, etc.) and these tripple steps stop."
"117","NEUTRAL","There is only one amendment to the constitutional law that enables or better introduces a double peak (m/w or f/w) in the chancellery."
"118","NEUTRAL","Or d/d. I'm not sure about both."
"119","NEUTRAL","Many young voters simply want “younger” politicians too. Less because of the party program, but simply because of the feeling of being better understood.

In times of Tinder, Twitter, Instagram or Facebook etc.
and then a little nice, eco, nature and peace and finished the F4F voters.

No 18 year old chooses an Altmeier, Seehofer or whatever - and an Amthor? Sorry"
"120","NEUTRAL","I read from this that the Greens are looking for the Union. Since the Union wants to coalise with the Greens today rather than tomorrow, what belongs together grows together. FJS, Alfred Dregger would be horrified, but the Zeitgeist is now called Black Green. For the AFD, golden times begin."
"121","NEUTRAL","The Greens come very often from bourgeois families, there comes together what has belonged together"
"122","NEGATIVE","I regard the Greens as a threat to the peaceful coexistence of society, as a threat to general prosperity and as a horror to the working population. In no federal state where the Greens have ever taken responsibility, it has progressed, but has always gone downhill."
"123","POSITIVE","The other vegetables, very well put to the point. If I could forgive 1,000 hearts, you'd get them right away. 👍👍👍👍"
"124","NEGATIVE","“We are a political force that has the task of shaping.”
How do they get that? They had 9% in the last real poll in Germany, so one in eleventh elected them in the Bundestag election. That's not much job to design. But they already deduced it from the result at that time, otherwise they would have admitted more yellow (11%) than green in the Jamaica negotiations instead of insisting on green."
"125","NEUTRAL","“We are a political force that has the task of shaping.”
afd."
"126","NEGATIVE","Slow down, Satan!"
"127","NEUTRAL","@LEM, but it's still a little early in the evening."
"128","POSITIVE","It is time for us to consistently end friends and acquaintances who turn to the Greens. In any case, I practice this in my circle of friends because it is incompatible with my conscience that we sacrifice our prosperity on the altar of the Greens."
"129","NEUTRAL","@Harald G. To retreat into a feel-good bladder is not a solution. Don Alphonso described it beautifully today, “Friends you lose for political reasons were never.”"
"130","POSITIVE","Congratulations to the re-elected leadership team. 
What I am missing personally, but perhaps I have missed the comments on how Green Protection/Protection of Species with climate protection/fight against climate change. 

I'm a logical thinking person
So if we assume fossil fuels are bad and have to be replaced ASAP, at the same time take note of the further expansion of wind power from massive resistance and solar is limited, Annalena would actually have to advertise a revival of nuclear power. No, I don't want new nuclear power plants in D, but that's not the point, it's about logical stringency.

I consider maize monocrops to be a misleading path, because of species conservation and environmental protection reasons, as well as the determination of the burning of potential food products cannot be the way.

If I look at that the air traffic contributes 2,5% is clear that you first have to reach the 30% blocks. But the discussion in recent months ran about plane and car.

I hope we see there still what of the party convention can be recalculated and in itself is logical."
"131","NEUTRAL","“Now we no longer choose only inveterate eco”
Because they don't know what they're doing! The thick end always comes REAR. Toi, toi, toi."
"132","POSITIVE","“Now we no longer choose only inveterate eco”
Unfortunately, this is true and above all, the young people who don't think too much about content in politics and have been abducted by climate hype, but think the duo Habeck + Baerbock is so smart and cute. But they also become adults and will recognize their error and then it will probably go down again with the Greens."
"133","NEUTRAL","@Otto,
This is certainly the case, the superficiality has increased massively up to high age regions. However, the damage that S/G has done until then is likely to be difficult to repair."
"134","NEUTRAL","“We are a political force that has the task of shaping.”

Of course I do. Look at the BTW result of the last election, then you see what has been granted. 

Design in the Greens means: back to the Middle Ages."
"135","POSITIVE","Fantastic result. No opposing candidates. What does that remind me of?"
"136","NEUTRAL","The party, the party... 🎶🎶🎶"
"137","NEUTRAL","No: You choose people who don't understand how the economy works and who don't feel at the SPD anymore."
"138","NEUTRAL","Hardly you just look at the German car industry, or the German energy industry, doesn't it understand anything about the economy? They are now implementing exactly the concepts that the Greens have been promoting for 20 years"
"139","NEGATIVE","Its main theme is the energy transition. But then statements about the possibility of storing electricity in the network? Wau and then over 90 percent approval. What gaps in knowledge do the others have?"
"140","NEUTRAL","@Katja,
do not ask about the gaps, but rather about the ones in between. There's probably not much."
"141","NEGATIVE","Only on the margins, actually quite insignificant: a large and important natural gas road from Russia to China will soon be opened."
"142","NEGATIVE","Inmeated-Eco? Aren't they all vegan? This Freudian misuse reveals the fallacy of the green policy offer. Then prefer black smoked or burnt sausage from the grill of the old (!) CDU/CSU."
"143","NEUTRAL","Let's see what's going to come. “It will be 2 difficult years... O-Tone”. There's still a lot going on till then. Don't worry. The bill will be charged on election day. Then we'll see further..."
"144","NEUTRAL","The eleventh eleventh is through but I still seem a kkk question to be carnival chancellor candidate"
"145","POSITIVE","I'm glad I obviously have the “wrong” environment. Anyway, I don't know anyone who's in a clear mind and chooses green or even left..."
"146","NEUTRAL","It happens. Those who are young and do not choose left have no heart. Whoever chooses at forty left, no mind.
There was no left-wing phase for me, but I actually know quite serious young people who I place in green - and who I am confident that this will pass."
"147","NEUTRAL","With just over 50% turnout just below 20% of the vote. Makes about 10%. Who else, besides the Inveterate Veganists, will choose the goblins, Mr. K?"
